market_segment,previous_cancellations,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,lead_time,is_canceled
Online TA,0,No Deposit,0,Transient,Others,1,1,2,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,122,1
Online TA,0,No Deposit,0,Transient,E,0,1,43,0
Online TA,0,No Deposit,0,Transient,D,0,0,95,1
Online TA,0,No Deposit,0,Transient,A,0,1,53,0
Online TA,0,No Deposit,0,Transient,D,0,1,108,1
Online TA,0,No Deposit,0,Contract,A,0,1,14,0
Offline TA/TO,0,No Deposit,0,Contract,E,0,1,164,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,249,0
Online TA,0,No Deposit,0,Transient,F,0,0,33,1
Online TA,0,No Deposit,0,Transient,A,0,1,189,1
Online TA,0,No Deposit,0,Transient,A,1,1,2,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,165,1
Corporate,0,No Deposit,0,Transient,D,0,1,6,0
Direct,0,No Deposit,0,Transient,B,0,0,22,1
Direct,0,No Deposit,0,Transient,G,0,0,24,0
Online TA,0,No Deposit,0,Transient,A,0,0,26,0
Direct,0,No Deposit,0,Transient,A,0,0,13,1
Direct,0,No Deposit,0,Transient,A,1,1,148,0
Online TA,0,No Deposit,0,Transient,D,0,1,61,1
Online TA,0,No Deposit,0,Group,A,0,1,5,0
Online TA,0,No Deposit,0,Transient,D,0,1,45,0
Online TA,0,No Deposit,0,Transient,G,0,1,41,1
Online TA,0,No Deposit,0,Transient,A,0,1,51,1
Corporate,0,No Deposit,0,Transient,A,0,0,13,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,22,0
Online TA,0,No Deposit,0,Contract,A,0,1,16,0
Groups,0,No Deposit,0,Transient-Party,F,1,0,124,0
Groups,0,No Deposit,0,Transient-Party,A,1,1,385,0
Online TA,0,No Deposit,0,Transient,A,0,0,81,1
Others,1,No Deposit,0,Transient,A,0,1,3,0
Online TA,0,No Deposit,0,Transient,A,1,1,63,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,364,0
Offline TA/TO,0,No Deposit,0,Transient,D,1,0,4,0
Online TA,0,No Deposit,0,Transient,E,0,1,101,0
Online TA,0,No Deposit,0,Transient,A,0,1,285,1
Online TA,0,No Deposit,0,Contract,F,0,1,5,1
Offline TA/TO,0,No Deposit,0,Group,A,0,0,2,0
Online TA,0,No Deposit,0,Transient,A,0,0,252,0
Corporate,0,No Deposit,0,Transient-Party,A,0,1,29,0
Groups,0,No Deposit,0,Transient-Party,E,0,0,360,0
Offline TA/TO,0,No Deposit,0,Transient,E,1,1,191,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,1,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,63,0
Online TA,1,No Deposit,0,Transient,E,0,0,267,1
Corporate,0,No Deposit,0,Transient,F,0,0,5,0
Direct,0,No Deposit,0,Transient,A,1,0,4,0
Direct,0,No Deposit,0,Group,A,0,0,1,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,1,143,0
Online TA,0,No Deposit,0,Transient,D,0,1,90,0
Online TA,0,No Deposit,0,Group,A,0,0,0,0
Direct,0,No Deposit,0,Transient,Others,1,1,262,0
Direct,0,No Deposit,0,Transient-Party,E,0,0,190,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,0,46,0
Online TA,0,No Deposit,0,Transient,E,0,1,168,0
Direct,0,No Deposit,0,Transient,G,0,0,141,0
Groups,1,No Deposit,0,Transient-Party,A,0,0,53,1
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,32,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,36,0
Direct,0,No Deposit,0,Transient,E,0,1,1,0
Online TA,0,No Deposit,0,Transient,D,0,1,76,0
Online TA,0,No Deposit,0,Transient,G,0,1,7,0
Online TA,0,No Deposit,0,Transient,E,1,1,11,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,34,0
Direct,0,No Deposit,0,Transient,G,1,1,1,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,96,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,127,0
Direct,0,No Deposit,0,Transient,A,1,1,113,0
Online TA,0,No Deposit,0,Transient-Party,F,0,1,272,0
Direct,0,No Deposit,0,Transient,A,0,0,69,1
Online TA,0,No Deposit,0,Transient,D,1,0,12,0
Groups,0,No Deposit,0,Transient,E,0,1,73,0
Direct,0,No Deposit,0,Transient,G,0,1,29,0
Online TA,0,No Deposit,0,Contract,A,0,0,1,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,144,0
Online TA,0,No Deposit,0,Transient,E,0,1,135,0
Direct,1,No Deposit,0,Transient,Others,0,1,32,0
Online TA,0,No Deposit,0,Transient,G,0,1,69,0
Online TA,0,No Deposit,0,Transient,Others,0,1,125,1
Direct,0,No Deposit,0,Transient,G,1,0,7,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,0,0
Online TA,0,No Deposit,0,Transient-Party,B,0,1,243,0
Groups,0,No Deposit,0,Contract,E,0,0,124,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,117,0
Direct,0,No Deposit,0,Transient,E,1,1,157,0
Online TA,0,No Deposit,0,Transient,A,0,0,14,0
Online TA,0,No Deposit,0,Transient,D,0,0,170,0
Direct,0,No Deposit,0,Transient-Party,A,1,1,182,0
Direct,0,No Deposit,0,Transient,F,1,1,128,0
Direct,0,No Deposit,0,Transient-Party,E,0,1,81,0
Online TA,0,No Deposit,0,Transient-Party,E,0,0,27,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,90,0
Online TA,0,No Deposit,0,Transient,E,1,1,19,0
Online TA,0,No Deposit,0,Transient-Party,D,1,1,122,0
Direct,0,No Deposit,0,Transient,E,0,1,127,0
Offline TA/TO,0,No Deposit,0,Transient-Party,E,0,1,213,0
Online TA,0,No Deposit,0,Transient,E,1,1,28,0
Online TA,0,No Deposit,0,Transient,A,0,1,128,0
Online TA,0,No Deposit,0,Transient,B,0,1,247,1
Online TA,0,No Deposit,0,Contract,F,0,1,31,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,33,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,283,0
Online TA,0,No Deposit,0,Contract,B,0,1,14,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,100,0
Online TA,0,No Deposit,0,Transient,A,0,1,126,1
Direct,0,No Deposit,0,Transient,D,0,0,75,0
Online TA,0,No Deposit,0,Transient,A,0,1,39,1
Online TA,0,No Deposit,0,Transient-Party,B,0,1,117,0
Online TA,0,No Deposit,0,Transient,F,1,1,183,0
Online TA,0,No Deposit,0,Contract,A,0,0,26,0
Online TA,0,No Deposit,0,Transient,E,0,0,40,1
Online TA,0,No Deposit,0,Transient,E,1,0,61,0
Direct,0,No Deposit,0,Transient,A,0,0,2,1
Direct,0,No Deposit,0,Transient,F,1,1,10,0
Groups,0,No Deposit,0,Transient,E,0,0,96,0
Online TA,0,No Deposit,0,Transient,A,0,1,63,0
Online TA,0,No Deposit,0,Transient,G,0,1,251,0
Online TA,0,No Deposit,0,Transient,F,0,1,9,0
Groups,0,No Deposit,0,Transient,A,0,1,3,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,0,0
Direct,0,No Deposit,0,Transient,D,0,1,50,0
Online TA,0,No Deposit,0,Transient-Party,Others,0,0,0,0
Direct,0,No Deposit,0,Transient-Party,B,0,0,113,0
Online TA,0,No Deposit,0,Transient,Others,1,1,84,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,175,0
Online TA,0,No Deposit,0,Transient,E,0,0,21,0
Online TA,0,No Deposit,0,Transient,A,0,1,98,0
Online TA,0,No Deposit,0,Transient,E,0,0,289,1
Online TA,0,No Deposit,0,Transient,E,1,1,90,0
Others,0,No Deposit,0,Transient,G,0,0,3,0
Corporate,0,No Deposit,0,Transient,D,0,0,2,1
Direct,0,No Deposit,0,Transient,A,0,0,1,1
Online TA,0,No Deposit,0,Transient,D,1,1,53,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,85,0
Online TA,0,No Deposit,0,Transient,G,0,0,130,1
Groups,0,No Deposit,0,Transient-Party,A,0,0,109,0
Online TA,0,No Deposit,0,Transient,D,0,1,68,1
Direct,0,No Deposit,0,Transient,E,1,0,211,0
Online TA,0,No Deposit,0,Transient,Others,0,1,150,1
Online TA,0,No Deposit,0,Transient,Others,0,1,111,0
Online TA,0,No Deposit,0,Transient,E,1,1,80,0
Online TA,0,No Deposit,0,Transient,Others,1,1,7,0
Others,1,No Deposit,0,Transient,A,0,1,13,0
Offline TA/TO,0,No Deposit,0,Contract,E,1,1,29,0
Online TA,0,No Deposit,0,Transient,E,1,1,30,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,230,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,1,1,213,0
Online TA,0,No Deposit,0,Transient,E,0,1,36,1
Online TA,0,No Deposit,0,Transient,A,1,1,258,0
Online TA,0,No Deposit,0,Transient,A,0,1,36,0
Offline TA/TO,0,No Deposit,0,Transient,F,0,1,28,0
Groups,1,Non Refund,0,Transient,A,0,0,343,1
Online TA,0,No Deposit,0,Transient,D,0,1,44,1
Online TA,0,No Deposit,0,Transient,A,0,1,175,0
Online TA,0,No Deposit,0,Transient,D,0,1,333,1
Offline TA/TO,0,No Deposit,0,Contract,Others,0,0,29,0
Online TA,0,No Deposit,0,Transient,G,1,1,228,0
Direct,0,No Deposit,0,Transient,A,0,0,125,1
Groups,0,No Deposit,0,Transient,A,0,0,1,0
Online TA,0,No Deposit,0,Transient,F,0,0,32,1
Online TA,0,No Deposit,0,Transient,F,0,0,30,0
Direct,0,No Deposit,0,Transient,D,0,0,35,1
Groups,0,No Deposit,0,Transient-Party,A,0,0,86,1
Offline TA/TO,0,No Deposit,0,Transient,A,1,1,126,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,16,1
Online TA,0,No Deposit,0,Contract,F,0,1,29,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,10,0
Direct,0,No Deposit,0,Transient,A,0,1,151,0
Direct,0,No Deposit,0,Transient,F,1,1,134,0
Corporate,0,No Deposit,0,Transient,A,0,0,112,0
Online TA,0,No Deposit,0,Transient,D,0,0,6,0
Offline TA/TO,0,No Deposit,0,Contract,D,0,1,280,1
Online TA,0,No Deposit,0,Transient-Party,B,0,0,36,0
Direct,0,No Deposit,0,Transient,A,0,1,178,0
Online TA,0,No Deposit,0,Transient,G,0,1,237,0
Online TA,0,No Deposit,0,Transient,F,1,1,7,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,2,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,0,0
Online TA,0,No Deposit,0,Group,D,0,1,215,1
Direct,0,No Deposit,0,Transient,B,0,0,34,0
Online TA,0,No Deposit,0,Transient,B,0,1,56,0
Direct,0,No Deposit,0,Transient,Others,1,1,2,0
Online TA,0,No Deposit,0,Contract,A,0,1,7,0
Online TA,0,No Deposit,0,Transient,A,0,1,89,0
Others,0,No Deposit,0,Transient,A,0,0,45,0
Online TA,0,No Deposit,0,Transient,F,0,1,79,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,220,1
Direct,0,No Deposit,0,Contract,A,1,1,76,0
Direct,0,No Deposit,0,Transient,D,0,0,190,1
Others,0,No Deposit,0,Transient,G,0,1,0,1
Online TA,0,No Deposit,0,Transient-Party,E,0,1,206,1
Online TA,0,No Deposit,0,Transient,Others,0,1,70,1
Direct,0,No Deposit,0,Transient,F,0,0,68,0
Online TA,0,No Deposit,0,Transient,Others,0,1,97,1
Offline TA/TO,0,No Deposit,0,Group,D,0,0,24,0
Online TA,0,No Deposit,0,Transient,F,1,1,77,0
Direct,0,No Deposit,0,Transient,D,0,0,72,0
Direct,0,No Deposit,0,Transient,A,0,1,26,0
Direct,1,No Deposit,0,Transient-Party,B,0,1,13,1
Online TA,0,No Deposit,0,Contract,B,0,0,34,0
Direct,0,No Deposit,0,Group,D,0,0,2,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,542,0
Offline TA/TO,0,No Deposit,0,Transient-Party,B,0,0,11,0
Online TA,0,No Deposit,0,Transient,A,0,1,3,0
Online TA,0,No Deposit,0,Transient,E,1,0,84,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,13,0
Online TA,0,No Deposit,0,Transient,A,0,1,100,0
Online TA,0,No Deposit,0,Transient,A,0,0,140,1
Online TA,0,No Deposit,0,Contract,A,0,1,66,0
Direct,0,No Deposit,0,Transient,E,1,1,58,0
Online TA,0,No Deposit,0,Transient,A,0,1,77,0
Direct,0,No Deposit,0,Transient,G,1,1,0,0
Offline TA/TO,0,No Deposit,0,Group,A,0,1,305,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,115,0
Others,0,No Deposit,0,Transient-Party,A,0,0,1,0
Direct,0,No Deposit,0,Transient,D,0,1,275,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,45,0
Groups,0,No Deposit,0,Transient-Party,Others,0,0,286,0
Direct,0,No Deposit,0,Transient,F,1,1,61,0
Offline TA/TO,0,No Deposit,0,Transient-Party,E,0,1,189,0
Groups,0,Non Refund,0,Contract,A,0,0,114,1
Online TA,0,No Deposit,0,Transient,A,0,1,227,1
Direct,0,No Deposit,0,Transient,E,1,0,6,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,114,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,1,243,0
Online TA,0,No Deposit,0,Transient,A,0,1,239,1
Others,0,No Deposit,0,Transient,D,0,1,2,0
Online TA,0,No Deposit,0,Transient,B,0,1,142,0
Online TA,1,No Deposit,0,Contract,A,0,1,6,1
Offline TA/TO,0,No Deposit,0,Contract,E,0,1,185,0
Direct,1,No Deposit,0,Transient,A,1,0,24,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,141,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,119,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,113,0
Online TA,0,No Deposit,0,Transient,D,1,0,134,0
Online TA,0,No Deposit,0,Transient,E,0,1,315,0
Online TA,0,No Deposit,0,Transient,G,0,0,43,0
Offline TA/TO,0,No Deposit,0,Transient-Party,F,0,1,3,0
Direct,0,No Deposit,0,Transient,Others,0,1,169,0
Online TA,0,No Deposit,0,Transient,A,0,0,205,1
Online TA,0,No Deposit,0,Transient-Party,E,1,1,50,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,0,46,0
Direct,0,No Deposit,0,Transient,G,0,0,9,0
Online TA,0,No Deposit,0,Transient,A,0,1,303,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,25,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,0,40,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,160,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,55,0
Online TA,0,No Deposit,0,Transient,Others,0,1,138,0
Direct,1,No Deposit,0,Transient,A,0,0,8,1
Offline TA/TO,0,No Deposit,0,Transient-Party,E,0,0,41,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,69,1
Online TA,0,No Deposit,0,Transient,E,0,1,232,1
Offline TA/TO,0,No Deposit,0,Transient,E,0,1,5,1
Online TA,0,No Deposit,0,Transient,E,0,0,110,0
Online TA,1,No Deposit,0,Transient-Party,B,0,1,58,1
Online TA,0,No Deposit,0,Transient,A,0,1,61,1
Online TA,0,No Deposit,0,Transient,A,0,1,200,1
Online TA,0,No Deposit,0,Transient-Party,A,0,0,9,1
Online TA,0,No Deposit,0,Transient,B,0,1,160,1
Online TA,0,No Deposit,0,Contract,F,0,1,16,0
Online TA,0,No Deposit,0,Transient,D,0,0,98,0
Online TA,0,No Deposit,0,Transient,D,0,1,245,1
Online TA,0,No Deposit,0,Transient,E,0,0,46,0
Direct,0,No Deposit,0,Transient-Party,F,0,1,145,1
Direct,1,No Deposit,0,Transient-Party,A,0,1,158,1
Online TA,0,No Deposit,0,Transient,D,1,1,257,0
Online TA,0,No Deposit,0,Contract,A,1,1,10,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,11,0
Online TA,0,No Deposit,0,Transient,E,0,0,55,1
Offline TA/TO,1,No Deposit,0,Contract,A,0,1,239,1
Online TA,0,No Deposit,0,Transient,E,0,0,160,1
Direct,0,No Deposit,0,Transient,F,0,0,28,1
Online TA,0,No Deposit,0,Transient-Party,B,0,0,284,1
Online TA,0,No Deposit,0,Transient,E,0,0,114,1
Online TA,0,No Deposit,0,Transient,A,0,1,167,1
Online TA,0,No Deposit,0,Transient,G,0,1,77,0
Online TA,0,No Deposit,0,Transient,D,1,1,29,0
Corporate,0,No Deposit,0,Transient-Party,Others,0,0,7,0
Online TA,0,No Deposit,0,Transient-Party,G,0,1,27,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,4,0
Others,0,No Deposit,0,Transient,A,0,0,62,1
Online TA,0,No Deposit,0,Transient,A,0,1,207,0
Others,0,No Deposit,0,Transient,F,0,1,20,0
Direct,0,No Deposit,0,Transient,F,0,1,44,1
Direct,0,No Deposit,0,Transient,E,0,0,5,0
Online TA,1,No Deposit,0,Transient-Party,A,0,1,183,1
Direct,0,No Deposit,0,Transient,A,0,0,27,0
Groups,0,No Deposit,0,Transient-Party,D,1,0,72,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,0,0
Online TA,0,No Deposit,0,Transient,G,0,0,5,0
Online TA,0,No Deposit,0,Transient,A,1,0,48,0
Online TA,0,No Deposit,0,Transient,F,0,1,166,0
Online TA,0,No Deposit,0,Transient,G,1,1,57,0
Direct,0,No Deposit,0,Transient,G,1,1,72,0
Direct,0,No Deposit,0,Transient,G,1,0,200,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,0,50,0
Online TA,0,No Deposit,0,Transient,A,1,1,246,0
Online TA,0,No Deposit,0,Group,G,0,0,0,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,57,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,151,0
Direct,0,No Deposit,0,Transient,F,0,0,108,1
Online TA,0,No Deposit,0,Transient,D,0,1,127,0
Online TA,0,No Deposit,0,Transient,E,0,1,208,0
Groups,0,Non Refund,0,Transient-Party,A,1,0,225,0
Offline TA/TO,0,No Deposit,0,Transient,Others,0,0,4,0
Online TA,0,No Deposit,0,Transient,B,0,1,53,0
Direct,0,No Deposit,0,Transient,D,1,1,32,0
Online TA,0,Refundable,0,Transient,Others,0,0,94,1
Online TA,0,No Deposit,0,Transient,G,0,1,26,0
Online TA,0,No Deposit,0,Transient,F,0,1,12,1
Direct,0,No Deposit,0,Transient-Party,A,1,0,16,0
Online TA,0,No Deposit,0,Transient,E,0,1,16,1
Direct,0,No Deposit,0,Transient-Party,B,0,0,41,0
Online TA,0,No Deposit,0,Group,D,0,1,169,0
Groups,0,No Deposit,0,Transient-Party,D,0,0,75,0
Online TA,0,No Deposit,0,Transient,D,1,0,62,0
Direct,0,No Deposit,0,Transient,E,0,1,224,1
Direct,0,No Deposit,0,Transient-Party,Others,0,1,282,0
Online TA,1,No Deposit,0,Transient-Party,B,0,0,208,1
Direct,0,No Deposit,0,Transient-Party,D,0,0,3,0
Corporate,1,No Deposit,0,Transient,D,0,1,3,0
Direct,0,No Deposit,0,Transient,E,0,0,245,0
Direct,0,No Deposit,0,Transient,D,0,1,228,0
Online TA,0,No Deposit,0,Transient,A,0,1,107,0
Corporate,0,No Deposit,0,Transient,D,0,1,3,0
Direct,1,No Deposit,0,Transient,D,0,1,17,0
Direct,0,No Deposit,0,Transient,E,1,1,32,0
Online TA,0,No Deposit,0,Transient,E,1,0,42,0
Online TA,1,No Deposit,0,Transient,A,0,1,226,1
Offline TA/TO,0,No Deposit,0,Contract,A,0,0,4,0
